Date,Open,High,Low,Close,Adj Close,Volume
5/23/2023,138.550003,140.320007,138.509995,139.550003,139.550003,230000
5/22/2023,141.660004,141.710007,140.830002,141.190002,141.190002,194400
5/19/2023,142.070007,142.440002,141.710007,142.220001,142.220001,178400
5/18/2023,142.759995,142.759995,141.639999,142.509995,142.509995,188900
5/17/2023,141.130005,142.179993,141.130005,142.020004,142.020004,164600
5/16/2023,141.589996,141.720001,141,141.130005,141.130005,165800
5/15/2023,141.889999,142.410004,141.279999,142.399994,142.399994,246200
5/12/2023,144.199997,144.850006,142.779999,143.270004,143.270004,293100
5/11/2023,141.910004,142.679993,141.25,142.669998,142.669998,272400
5/10/2023,143.940002,144.229996,143.020004,143.589996,143.589996,506600
5/9/2023,141.440002,141.759995,140.580002,140.850006,140.850006,401300
5/8/2023,137.850006,138.199997,137.289993,137.809998,137.809998,187600
5/5/2023,136.210007,137.929993,135.729996,137.539993,137.539993,223900
5/4/2023,135.199997,135.770004,134.880005,134.910004,134.910004,241800
5/3/2023,135.910004,136.429993,135.309998,135.570007,135.570007,265900
5/2/2023,135.300003,135.419998,134.25,135.160004,135.160004,221700
5/1/2023,137.330002,137.589996,136.550003,136.690002,136.690002,147400
4/28/2023,136.619995,137.339996,136.289993,137.330002,137.330002,300000
4/27/2023,135.759995,137.839996,135.759995,137.520004,137.520004,323600
4/26/2023,134.490005,134.990005,133.880005,134.020004,134.020004,324000
4/25/2023,134.75,134.940002,133.460007,133.509995,133.509995,257100
4/24/2023,134.050003,134.970001,133.889999,134.839996,134.839996,222300
4/21/2023,134.419998,134.789993,133.389999,134.669998,134.669998,165800
4/20/2023,134,134.410004,133.020004,133.800003,133.800003,513200
4/19/2023,135.899994,135.899994,134.789993,135.259995,135.259995,209500
4/18/2023,137.089996,137.339996,136.559998,137.039993,137.039993,199200
4/17/2023,136.710007,137.789993,136.660004,137.75,137.75,322200
4/14/2023,136.479996,137.119995,135.619995,135.960007,135.960007,279100
4/13/2023,137.050003,137.490005,136.300003,137.229996,137.229996,281600
4/12/2023,137.570007,137.800003,136.309998,136.440002,136.440002,283200
4/11/2023,137.539993,138.039993,137.229996,137.589996,137.589996,275900
